"Name","City","Country","IATA","Latitude","Longitude"
4227,Caye Caulker Airport,Caye Caulker,Belize,CUK,17.7347,-88.0325
4228,Punta Gorda Airport,Punta Gorda,Belize,PND,16.1024,-88.8083
4229,Whistler/Green Lake Water Aerodrome,Whistler,Canada,YWS,50.1436004639,-122.948997498
4230,Anahim Lake Airport,Anahim Lake,Canada,YAA,52.45249938964844,-125.3030014038086
4231,Williams Harbour Airport,Williams Harbour,Canada,YWM,52.56689834594727,-55.784698486328125
4232,St. Lewis (Fox Harbour) Airport,St. Lewis,Canada,YFX,52.37279891967773,-55.67390060424805
4233,Port Hope Simpson Airport,Port Hope Simpson,Canada,YHA,52.528099060058594,-56.28609848022461
4234,Rigolet Airport,Rigolet,Canada,YRG,54.1796989440918,-58.45750045776367
4235,Colville Lake Airport,Colville Lake,Canada,YCK,67.0392,-126.08
4236,Whatì Airport,Whatì,Canada,YLE,63.13169860839844,-117.24600219726562
4237,Summer Beaver Airport,Summer Beaver,Canada,SUR,52.70859909057617,-88.54190063476562
4238,Wapekeka Airport,Angling Lake,Canada,YAX,53.84920120239258,-89.57939910888672
4239,Wunnumin Lake Airport,Wunnumin Lake,Canada,WNN,52.89390182495117,-89.28919982910156
4240,North Spirit Lake Airport,North Spirit Lake,Canada,YNO,52.4900016784668,-92.97109985351562
4241,Bearskin Lake Airport,Bearskin Lake,Canada,XBE,53.965599060058594,-91.0271987915039
4242,Kingfisher Lake Airport,Kingfisher Lake,Canada,KIF,53.01250076293945,-89.85530090332031
4243,Ogoki Post Airport,Ogoki Post,Canada,YOG,51.6585998535,-85.9017028809
4244,Poplar Hill Airport,Poplar Hill,Canada,YHP,52.1133,-94.2556
4245,Chisasibi Airport,Chisasibi,Canada,YKU,53.80559921264648,-78.91690063476562
4246,Tête-à-la-Baleine Airport,Tête-à-la-Baleine,Canada,ZTB,50.67440032958984,-59.38359832763672
4247,La Tabatière Airport,La Tabatière,Canada,ZLT,50.8307991027832,-58.97560119628906
4248,Nantong Airport,Nantong,China,NTG,32.0708,120.976
4250,Tarapacá Airport,Tarapacá,Colombia,TCD,-2.867,-69.733
4251,Cat Lake Airport,Cat Lake,Canada,YAC,51.72719955444336,-91.82440185546876
4252,Fort Frances Municipal Airport,Fort Frances,Canada,YAG,48.65420150756836,-93.439697265625
4253,Kasabonika Airport,Kasabonika,Canada,XKS,53.52470016479492,-88.6427993774414
4254,Kangirsuk Airport,Kangirsuk,Canada,YKG,60.02719879150391,-69.99919891357422
4255,Attawapiskat Airport,Attawapiskat,Canada,YAT,52.9275016784668,-82.43190002441406
4257,Uranium City Airport,Uranium City,Canada,YBE,59.5614013671875,-108.4810028076172
4258,Lourdes de Blanc Sablon Airport,Lourdes-De-Blanc-Sablon,Canada,YBX,51.4435997009,-57.1852989197
4259,Cartwright Airport,Cartwright,Canada,YRF,53.68280029296875,-57.041900634765625
4260,Chesterfield Inlet Airport,Chesterfield Inlet,Canada,YCS,63.3469009399,-90.7311019897
4261,Nain Airport,Nain,Canada,YDP,56.549198150634766,-61.680301666259766
4262,Fort Severn Airport,Fort Severn,Canada,YER,56.01890182495117,-87.67610168457031
4263,Fort Albany Airport,Fort Albany,Canada,YFA,52.20140075683594,-81.6968994140625
4264,Fort Hope Airport,Fort Hope,Canada,YFH,51.5619010925293,-87.90779876708984
4265,Makkovik Airport,Makkovik,Canada,YMN,55.07690048217773,-59.1864013671875
4266,Texada Gillies Bay Airport,Texada,Canada,YGB,49.69419860839844,-124.51799774169922
4267,Gods Lake Narrows Airport,Gods Lake Narrows,Canada,YGO,54.55889892578125,-94.49140167236328
4268,Igloolik Airport,Igloolik,Canada,YGT,69.3647003174,-81.8161010742
4269,Kuujjuarapik Airport,Kuujjuarapik,Canada,YGW,55.28189849853516,-77.76529693603516
4270,Gillam Airport,Gillam,Canada,YGX,56.35749816894531,-94.71060180664062
4271,Grise Fiord Airport,Grise Fiord,Canada,YGZ,76.4261016846,-82.90920257570001
4272,Quaqtaq Airport,Quaqtaq,Canada,YQC,61.0463981628418,-69.6177978515625
4273,Vancouver Harbour Water Aerodrome,Vancouver,Canada,CXH,49.2943992615,-123.111000061
4274,Nemiscau Airport,Nemiscau,Canada,YNS,51.69110107421875,-76.1355972290039
4275,Hopedale Airport,Hopedale,Canada,YHO,55.44829940795898,-60.22859954833984
4276,Chevery Airport,Chevery,Canada,YHR,50.46889877319336,-59.63669967651367
4277,Ivujivik Airport,Ivujivik,Canada,YIK,62.41730117797852,-77.92530059814453
4278,Island Lake Airport,Island Lake,Canada,YIV,53.857200622558594,-94.65360260009766
4279,Akulivik Airport,Akulivik,Canada,AKV,60.81859970092773,-78.14859771728516
4280,Waskaganish Airport,Waskaganish,Canada,YKQ,51.47330093383789,-78.75830078125
4281,Aupaluk Airport,Aupaluk,Canada,YPJ,59.29669952392578,-69.59970092773438
4282,Kimmirut Airport,Kimmirut,Canada,YLC,62.8499984741,-69.88330078119999
4283,Lansdowne House Airport,Lansdowne House,Canada,YLH,52.19559860229492,-87.93419647216797
4285,Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,Canada,XGR,58.71139907836914,-65.9927978515625
4286,Mary's Harbour Airport,Mary's Harbour,Canada,YMH,52.30279922485352,-55.847198486328125
4287,Chapais Airport,Chibougamau,Canada,YMT,49.77190017700195,-74.5280990600586
4288,Umiujaq Airport,Umiujaq,Canada,YUD,56.53609848022461,-76.51830291748047
4289,Wemindji Airport,Wemindji,Canada,YNC,53.01060104370117,-78.83110046386719
4290,Norway House Airport,Norway House,Canada,YNE,53.95830154418945,-97.84420013427734
4291,Points North Landing Airport,Points North Landing,Canada,YNL,58.27669906616211,-104.08200073242188
4292,Oxford House Airport,Oxford House,Canada,YOH,54.93330001831055,-95.27890014648438
4293,Inukjuak Airport,Inukjuak,Canada,YPH,58.471900939941406,-78.07689666748047
4294,Pikangikum Airport,Pikangikum,Canada,YPM,51.81969833374024,-93.97329711914062
4295,Peawanuck Airport,Peawanuck,Canada,YPO,54.98809814453125,-85.44329833984375
4296,Powell River Airport,Powell River,Canada,YPW,49.83420181274414,-124.5
4297,The Pas Airport,The Pas,Canada,YQD,53.97140121459961,-101.09100341796876
4298,Nakina Airport,Nakina,Canada,YQN,50.18280029296875,-86.69640350341797
4299,Rae Lakes Airport,Gamètì,Canada,YRA,64.11609649658203,-117.30999755859376
4300,Red Lake Airport,Red Lake,Canada,YRL,51.06689834594727,-93.79309844970705
4301,Stony Rapids Airport,Stony Rapids,Canada,YSF,59.250301361083984,-105.84100341796876
4302,Sanikiluaq Airport,Sanikiluaq,Canada,YSK,56.5377998352,-79.2466964722
4303,St. Theresa Point Airport,St. Theresa Point,Canada,YST,53.84560012817383,-94.85189819335938
4304,Big Trout Lake Airport,Big Trout Lake,Canada,YTL,53.81779861450195,-89.89689636230469
4305,Deer Lake Airport,Deer Lake,Canada,YVZ,52.655799865722656,-94.0614013671875
4306,Webequie Airport,Webequie,Canada,YWP,52.9593933975,-87.3748683929
4307,Whale Cove Airport,Whale Cove,Canada,YXN,62.24000167849999,-92.5980987549
4308,Salluit Airport,Salluit,Canada,YZG,62.17940139770508,-75.66719818115234
4309,York Landing Airport,York Landing,Canada,ZAC,56.08940124511719,-96.08920288085938
4310,Ilford Airport,Ilford,Canada,ILF,56.0614013672,-95.613899231
4311,Bathurst Airport,Bathurst,Canada,ZBF,47.629699707,-65.738899231
4312,Eastmain River Airport,Eastmain River,Canada,ZEM,52.22639846801758,-78.52249908447266
4313,Fond-Du-Lac Airport,Fond-Du-Lac,Canada,ZFD,59.33440017700195,-107.18199920654295
4314,Gods River Airport,Gods River,Canada,ZGI,54.83969879150391,-94.07859802246094
4315,Swan River Airport,Swan River,Canada,ZJN,52.120601654052734,-101.23600006103516
4316,Kashechewan Airport,Kashechewan,Canada,ZKE,52.282501220703125,-81.67780303955078
4317,Muskrat Dam Airport,Muskrat Dam,Canada,MSA,53.44139862060547,-91.76280212402344
4318,Masset Airport,Masset,Canada,ZMT,54.02750015258789,-132.125
4319,Sachigo Lake Airport,Sachigo Lake,Canada,ZPB,53.8911018371582,-92.19640350341795
4320,Round Lake (Weagamow Lake) Airport,Round Lake,Canada,ZRJ,52.94359970092773,-91.31279754638672
4321,Sandy Lake Airport,Sandy Lake,Canada,ZSJ,53.06420135498047,-93.34439849853516
4322,Shamattawa Airport,Shamattawa,Canada,ZTM,55.8656005859375,-92.0813980102539
4323,Churchill Falls Airport,Churchill Falls,Canada,ZUM,53.5619010925293,-64.10639953613281
4324,Wollaston Lake Airport,Wollaston Lake,Canada,ZWL,58.10689926147461,-103.1719970703125
4325,Batna Airport,Batna,Algeria,BLJ,35.7521018982,6.308589935300001
4326,Béchar Boudghene Ben Ali Lotfi Airport,Béchar,Algeria,CBH,31.645700454711918,-2.269860029220581
4327,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,Algeria,BMW,21.375,0.923888981342
4328,Guemar Airport,Guemar,Algeria,ELU,33.5113983154,6.77679014206
4329,Kumasi Airport,Kumasi,Ghana,KMS,6.714560031890869,-1.5908199548721311
4330,Heringsdorf Airport,Heringsdorf,Germany,HDF,53.8787002563,14.152299881
4331,Heide-Büsum Airport,Büsum,Germany,HEI,54.1533317566,8.90166664124
4332,Helgoland-Düne Airport,Helgoland,Germany,HGL,54.1852798462,7.91583299637
4333,Seinäjoki Airport,Seinäjoki / Ilmajoki,Finland,SJY,62.692101,22.8323
4334,Nottingham Airport,Nottingham,United Kingdom,NQT,52.91999816894531,-1.079169988632202
4335,Robin Hood Doncaster Sheffield Airport,"Doncaster Sheffield",United Kingdom,DSA,53.4805378105,-1.01065635681
4336,Campbeltown Airport,Campbeltown,United Kingdom,CAL,55.437198638916016,-5.686389923095703
4337,Eday Airport,Eday,United Kingdom,EOI,59.19060134887695,-2.7722198963165283
4338,Fair Isle Airport,Fair Isle,United Kingdom,FIE,59.53580093383789,-1.628059983253479
4339,North Ronaldsay Airport,North Ronaldsay,United Kingdom,NRL,59.3675003052,-2.43443989754
4340,Papa Westray Airport,Papa Westray,United Kingdom,PPW,59.351699829100006,-2.9002799987800003
4341,Stronsay Airport,Stronsay,United Kingdom,SOY,59.1553001404,-2.64139008522
4342,Sanday Airport,Sanday,United Kingdom,NDY,59.250301361083984,-2.576669931411743
4343,Lerwick / Tingwall Airport,Lerwick,United Kingdom,LWK,60.192199707,-1.24361002445
4344,Westray Airport,Westray,United Kingdom,WRY,59.3502998352,-2.95000004768
4345,Land's End Airport,Land's End,United Kingdom,LEQ,50.102798,-5.67056
4346,Penzance Heliport,Penzance,United Kingdom,PZE,50.128101,-5.51845
4347,Anglesey Airport,Angelsey,United Kingdom,VLY,53.2481002808,-4.53533983231
4348,Barra Airport,Barra,United Kingdom,BRR,57.0228,-7.44306
4349,Donegal Airport,Dongloe,Ireland,CFN,55.0442008972168,-8.340999603271484
4351,Sindal Airport,Sindal,Denmark,CNL,57.503502,10.2294
4352,Leknes Airport,Leknes,Norway,LKN,68.152496337891,13.609399795532
4353,Namsos Høknesøra Airport,Namsos,Norway,OSY,64.472198486328,11.57859992981
4354,"Mo i Rana Airport Røssvoll",Mo i Rana,Norway,MQN,66.363899230957,14.301400184631
4355,"Rørvik Airport Ryum",Rørvik,Norway,RVK,64.838302612305,11.14610004425
4356,Røst Airport,Røst,Norway,RET,67.527801513672,12.103300094604
4357,Sandane Airport (Anda),Sandane,Norway,SDN,61.830001831055,6.1058301925659
4358,Sogndal Airport,Sogndal,Norway,SOG,61.156101,7.13778
4359,Svolvær Helle Airport,Svolvær,Norway,SVJ,68.243301391602,14.669199943542
4360,Sørkjosen Airport,Sorkjosen,Norway,SOJ,69.786796569824,20.959400177002
4361,"Vardø Airport Svartnes",Vardø,Norway,VAW,70.355400085449,31.044900894165
4362,Værøy Heliport,Værøy,Norway,VRY,67.654555,12.727257
4363,Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,Poland,BZG,53.0968017578,17.9776992798
4364,Łódź Władysław Reymont Airport,Lodz,Poland,LCJ,51.7219009399,19.3980998993
4365,Åre Östersund Airport,Östersund,Sweden,OSD,63.194400787354,14.50030040741
4366,Hagfors Airport,Hagfors,Sweden,HFS,60.02009963989258,13.578900337219238
4367,Karlstad Airport,Karlstad,Sweden,KSD,59.4446983337,13.3374004364
4368,Torsby Airport,Torsby,Sweden,TYF,60.1576004028,12.991299629199998
4369,Ängelholm-Helsingborg Airport,Ängelholm,Sweden,AGH,56.29610061645508,12.847100257873535
4370,Storuman Airport,Mohed,Sweden,SQO,64.96089935302734,17.69659996032715
4371,Hemavan Airport,Hemavan,Sweden,HMV,65.80609893798828,15.082799911499023
4372,Shilavo Airport,Shilavo,Ethiopia,HIL,6.08333,44.7667
4373,Shire Inda Selassie Airport,Shire Indasilase,Ethiopia,SHC,14.0781,38.2725
4374,Ventspils International Airport,Ventspils,Latvia,VNT,57.35779953,21.5442008972
4375,Rand Airport,Johannesburg,South Africa,QRA,-26.2425003052,28.1511993408
4376,Kruger Mpumalanga International Airport,Mpumalanga,South Africa,MQP,-25.3831996918,31.1056003571
4377,Malamala Airport,Malamala,South Africa,AAM,-24.818099975585938,31.54459953308105
4378,Mmabatho International Airport,Mafeking,South Africa,MBD,-25.798400878900004,25.5480003357
4379,Ghanzi Airport,Ghanzi,Botswana,GNZ,-21.6924991607666,21.658100128173828
4380,Orapa Airport,Orapa,Botswana,ORP,-21.266701,25.3167
4381,Shakawe Airport,Shakawe,Botswana,SWX,-18.373899459838867,21.832599639892575
4382,Limpopo Valley Airport,Tuli Lodge,Botswana,TLD,-22.1891994476,29.1268997192
4383,Ngot Nzoungou Airport,Loubomo,Congo (Brazzaville),DIS,-4.20635,12.6599
4384,Chipata Airport,Chipata,Zambia,CIP,-13.558300018310549,32.58720016479492
4386,Iconi Airport,Moroni,Comoros,YVA,-11.7108001709,43.2439002991
4387,Antsalova Airport,Antsalova,Madagascar,WAQ,-18.701273,44.614921
4388,Ankavandra Airport,Ankavandra,Madagascar,JVA,-18.80501,45.273467
4389,Belo sur Tsiribihina Airport,Belo sur Tsiribihina,Madagascar,BMD,-19.6867008209,44.5419006348
4390,Maintirano Airport,Maintirano,Madagascar,MXT,-18.049999,44.033001
4391,Morafenobe Airport,Morafenobe,Madagascar,TVA,-17.850083,44.920467
4392,Tambohorano Airport,Tambohorano,Madagascar,WTA,-17.47610092163086,43.972801208496094
4393,Tsiroanomandidy Airport,Tsiroanomandidy,Madagascar,WTS,-18.759677,46.054065
4394,Ambatondrazaka Airport,Ambatondrazaka,Madagascar,WAM,-17.795378,48.442583
4395,Port Bergé Airport,Port Bergé,Madagascar,WPB,-15.584286,47.623587
4397,Soalala Airport,Soalala,Madagascar,DWB,-16.10169,45.358837
4398,Mampikony Airport,Mampikony,Madagascar,WMP,-16.0722693402,47.6441645622
4400,Mandritsara Airport,Mandritsara,Madagascar,WMA,-15.833049,48.833284
4401,Manja Airport,Manja,Madagascar,MJA,-21.426105,44.316509
4402,Catumbela Airport,Catumbela,Angola,CBT,-12.4792,13.4869
4403,Dundo Airport,Dundo,Angola,DUE,-7.400889873504639,20.818500518798828
4404,Ngjiva Pereira Airport,Ondjiva,Angola,VPE,-17.0435009003,15.683799743700002
4405,Namibe Airport,Mocamedes,Angola,MSZ,-15.261199951171877,12.14680004119873
4406,Koulamoutou Mabimbi Airport,Koulamoutou,Gabon,KOU,-1.1846100091934,12.441300392151
4407,Mouilla Ville Airport,Mouila,Gabon,MJL,-1.845139980316162,11.056699752807615
4408,Tchibanga Airport,Tchibanga,Gabon,TCH,-2.8499999046325684,11.017000198364258
4409,Chimoio Airport,Chimoio,Mozambique,VPY,-19.15130043029785,33.42900085449219
4410,Croisette Heliport,Cannes,France,JCA,43.536,7.03736
4411,Sarh Airport,Sarh,Chad,SRH,9.14444,18.374399
4412,Club Makokola Airport,Club Makokola,Malawi,CMK,-14.306900024414062,35.13249969482422
4413,Luderitz Airport,Luderitz,Namibia,LUD,-26.687400817871094,15.242899894714355
4414,Ondangwa Airport,Ondangwa,Namibia,OND,-17.878201,15.9526
4415,Oranjemund Airport,Oranjemund,Namibia,OMD,-28.5847,16.446699
4416,Swakopmund Airport,Swakopmund,Namibia,SWP,-22.66189956665,14.568099975586
4417,Eros Airport,Windhoek,Namibia,ERS,-22.612199783325195,17.080400466918945
4418,Boma Airport,Boma,Congo (Kinshasa),BOA,-5.854000091552734,13.064000129699709
4419,Tshimpi Airport,Matadi,Congo (Kinshasa),MAT,-5.799610137939453,13.440400123596191
4420,Inongo Airport,Inongo,Congo (Kinshasa),INO,-1.947219967842102,18.28580093383789
4421,Nioki Airport,Nioki,Congo (Kinshasa),NIO,-2.7174999713897705,17.68470001220703
4422,Basango Mboliasa Airport,Kiri,Congo (Kinshasa),KRZ,-1.434999942779541,19.02400016784668
4423,Basankusu Airport,Basankusu,Congo (Kinshasa),BSU,1.2247200012207031,19.78890037536621
4424,Tshikapa Airport,Tshikapa,Congo (Kinshasa),TSH,-6.43833,20.794701
4425,Lodja Airport,Lodja,Congo (Kinshasa),LJA,-3.4170000553131104,23.450000762939453
4426,Ilebo Airport,Ilebo,Congo (Kinshasa),PFR,-4.329919,20.590124
4428,Foula Airport,Foula,United Kingdom,FOA,60.121,-2.052
4429,Outer Skerries Airport,Outer Skerries,United Kingdom,OUK,60.4252,-0.75
4430,Papa Stour Airport,Papa Stour,United Kingdom,PSV,60.3217,-1.69306
4431,La Gomera Airport,La Gomera,Spain,GMZ,28.029600143432617,-17.214599609375
4432,Lauriston Airport,Carriacou Island,Grenada,CRU,12.4761,-61.4728
4433,Ceuta Heliport,Ceuta,Spain,JCU,35.8969,-5.29908
4434,Sherbro International Airport,Bonthe,Sierra Leone,BTE,7.5324201583862305,-12.51889991760254
4435,Bo Airport,Bo,Sierra Leone,KBS,7.944399833679199,-11.76099967956543
4436,Kenema Airport,Kenema,Sierra Leone,KEN,7.891290187835693,-11.176600456237791
4437,Osvaldo Vieira International Airport,Bissau,Guinea-Bissau,OXB,11.894800186157228,-15.65369987487793
4438,Groennedal Heliport,Groennedal,Greenland,JGR,61.2333,-48.1
4439,Akunnaaq Heliport,Akunnaaq,Greenland,QCU,68.75,-52.3333
4440,Iginniarfik Heliport,Iginniarfik,Greenland,QFI,68.7,-52.9667
4441,Smara Airport,Smara,Western Sahara,SMW,26.7318,-11.6847
4442,Dakhla Airport,Dakhla,Western Sahara,VIL,23.7183,-15.932
4443,Mogador Airport,Essadouira,Morocco,ESU,31.3974990845,-9.6816701889
4444,Hassan I Airport,El Aaiún,Western Sahara,EUN,27.151699,-13.2192
4445,Nador International Airport,El Aroui,Morocco,NDR,34.988800048799995,-3.0282099247
4446,Praia International Airport,"Praia Santiago Island",Cape Verde,RAI,14.924500465393066,-23.49349975585937
4447,São Filipe Airport,"Sao Filipe Fogo Island",Cape Verde,SFL,14.8850002289,-24.4799995422
4448,Baco Airport,Baco,Ethiopia,BCO,5.78287,36.562
4449,Beica Airport,Beica,Ethiopia,BEI,9.38638973236084,34.52190017700195
4450,Combolcha Airport,Dessie,Ethiopia,DSE,11.082500457763672,39.71139907836914
4451,Dembidollo Airport,Dembidollo,Ethiopia,DEM,8.553999900817871,34.858001708984375
4452,Gode Airport,Gode,Ethiopia,GDE,5.93513011932,43.5786018372
4453,Gore Airport,Gore,Ethiopia,GOR,8.1614,35.5529
4454,Kabri Dehar Airport,Kabri Dehar,Ethiopia,ABK,6.734,44.252998
4455,Mizan Teferi Airport,Mizan Teferi,Ethiopia,MTF,6.9571,35.5547
4456,Tippi Airport,Tippi,Ethiopia,TIE,7.2024,35.415
4457,Alula Airport,Alula,Somalia,ALU,11.9582,50.748
4458,Bosaso Airport,Bosaso,Somalia,BSA,11.27530002593994,49.14939880371094
4459,Aden Adde International Airport,Mogadishu,Somalia,MGQ,2.014440059661865,45.3046989440918
4460,Galcaio Airport,Galcaio,Somalia,GLK,6.78082990646,47.45470047
4461,Burao Airport,Burao,Somalia,BUO,9.5275,45.5549
4462,El Arish International Airport,El Arish,Egypt,AAC,31.073299408,33.8358001709
4463,Assiut International Airport,Asyut,Egypt,ATZ,27.0464992523,31.0119991302
4464,Amboseli Airport,Amboseli National Park,Kenya,ASV,-2.645050048828125,37.25310134887695
4465,Lokichoggio Airport,Lokichoggio,Kenya,LKG,4.20412015914917,34.348201751708984
4466,Malindi Airport,Malindi,Kenya,MYD,-3.2293100357055664,40.10169982910156
4467,Nanyuki Airport,Nanyuki,Kenya,NYK,-0.06239889934659,37.04100799560547
4468,Gardabya Airport,Sirt,Libya,SRX,31.0634994507,16.5949993134
4469,Gamal Abdel Nasser Airport,Tobruk,Libya,TOB,31.861,23.907
4470,Mitiga Airport,Tripoli,Libya,MJI,32.894100189208984,13.276000022888184
4471,La Abraq Airport,Al Bayda',Libya,LAQ,32.788700103759766,21.96430015563965
4472,Atbara Airport,Atbara,Sudan,ATB,17.710344314575195,34.0570182800293
4473,Nyala Airport,Nyala,Sudan,UYL,12.053500175476074,24.956199645996094
4474,Port Sudan New International Airport,Port Sudan,Sudan,PZU,19.4335994720459,37.23410034179688
4475,Bukoba Airport,Bukoba,Tanzania,BKZ,-1.332,31.8212
4476,Kigoma Airport,Kigoma,Tanzania,TKQ,-4.8862,29.6709
4477,Lindi Airport,Lindi,Tanzania,LDI,-9.85111,39.757801
4478,Musoma Airport,Musoma,Tanzania,MUZ,-1.503,33.8021
4479,Shinyanga Airport,Shinyanga,Tanzania,SHY,-3.6093,33.5035
4480,Tabora Airport,Tabora,Tanzania,TBO,-5.076389789581299,32.83330154418945
4481,Arua Airport,Arua,Uganda,RUA,3.049999952316284,30.91699981689453
4482,Gulu Airport,Gulu,Uganda,ULU,2.805560111999512,32.27180099487305
4483,Diu Airport,Diu,India,DIU,20.71310043334961,70.92109680175781
4485,San Domino Island Heliport,Tremiti Islands,Italy,TQR,42.1025,15.488
4486,Aberdeen Regional Airport,Aberdeen,United States,ABR,45.449100494384766,-98.42179870605467
4487,Southwest Georgia Regional Airport,Albany,United States,ABY,31.535499572753903,-84.19450378417969
4488,Athens Ben Epps Airport,Athens,United States,AHN,33.94860076904297,-83.32630157470703
4489,Alamogordo White Sands Regional Airport,Alamogordo,United States,ALM,32.8399009705,-105.990997314
4490,Waterloo Regional Airport,Waterloo,United States,ALO,42.55709838867188,-92.40029907226562
4491,Walla Walla Regional Airport,Walla Walla,United States,ALW,46.09489822,-118.288002
4492,Alpena County Regional Airport,Alpena,United States,APN,45.0780983,-83.56030273
4493,Watertown Regional Airport,Watertown,United States,ATY,44.91400146,-97.15470123
4494,Bradford Regional Airport,Bradford,United States,BFD,41.8031005859375,-78.64009857177734
4495,Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,United States,BFF,41.87400055,-103.5960007
4496,Raleigh County Memorial Airport,Beckley,United States,BKW,37.7873001099,-81.1241989136
4497,Brunswick Golden Isles Airport,Brunswick,United States,BQK,31.2588005065918,-81.46649932861328
4498,Southeast Iowa Regional Airport,Burlington,United States,BRL,40.783199310302734,-91.12550354003906
4499,Jack Mc Namara Field Airport,Crescent City,United States,CEC,41.78020096,-124.2369995
4500,Cape Girardeau Regional Airport,Cape Girardeau,United States,CGI,37.22529983520508,-89.57080078125
4501,Chippewa County International Airport,Sault Ste Marie,United States,CIU,46.25080108642578,-84.47239685058594
4502,North Central West Virginia Airport,Clarksburg,United States,CKB,39.2966003418,-80.2281036377
4503,William R Fairchild International Airport,Port Angeles,United States,CLM,48.12020111083984,-123.5
4504,Houghton County Memorial Airport,Hancock,United States,CMX,47.168399810791016,-88.48909759521484
4505,Dodge City Regional Airport,Dodge City,United States,DDC,37.76340103149414,-99.9655990600586
4506,DuBois Regional Airport,Du Bois,United States,DUJ,41.17829895,-78.8986969
4507,Chippewa Valley Regional Airport,Eau Claire,United States,EAU,44.86579895019531,-91.48429870605467
4508,Elko Regional Airport,Elko,United States,EKO,40.82490158081055,-115.79199981689452
4509,New Bedford Regional Airport,New Bedford,United States,EWB,41.67610168457031,-70.95690155029297
4510,Fayetteville Regional Grannis Field,Fayetteville,United States,FAY,34.9911994934082,-78.88030242919922
4511,Wokal Field Glasgow International Airport,Glasgow,United States,GGW,48.212502,-106.614998
4512,Central Nebraska Regional Airport,Grand Island,United States,GRI,40.96749877929688,-98.30960083007812
4513,Memorial Field,Hot Springs,United States,HOT,34.47800064086914,-93.09619903564452
4514,Tri-State/Milton J. Ferguson Field,Huntington,United States,HTS,38.36669922,-82.55799866
4515,Kili Airport,Kili Island,Marshall Islands,KIO,5.644515,169.119507
4516,Kirksville Regional Airport,Kirksville,United States,IRK,40.09349822998047,-92.5448989868164
4517,Jamestown Regional Airport,Jamestown,United States,JMS,46.92969894,-98.67819977
4518,Laramie Regional Airport,Laramie,United States,LAR,41.31209945678711,-105.6750030517578
4519,Arnold Palmer Regional Airport,Latrobe,United States,LBE,40.27590179,-79.40480042
4520,North Platte Regional Airport Lee Bird Field,North Platte,United States,LBF,41.12620163,-100.6839981
4521,Lebanon Municipal Airport,Lebanon,United States,LEB,43.6260986328,-72.30419921880001
4522,Crater Lake-Klamath Regional Airport,Klamath Falls,United States,LMT,42.156101,-121.733002
4523,Lancaster Airport,Lancaster,United States,LNS,40.121700286865234,-76.29609680175781
4524,Lewistown Municipal Airport,Lewistown,United States,LWT,47.04930114746094,-109.46700286865234
4525,Lynchburg Regional Preston Glenn Field,Lynchburg,United States,LYH,37.326698303222656,-79.20040130615234
4526,Muskegon County Airport,Muskegon,United States,MKG,43.16949844,-86.23819733
4527,Frank Wiley Field,Miles City,United States,MLS,46.428001403808594,-105.88600158691406
4528,Northwest Alabama Regional Airport,Muscle Shoals,United States,MSL,34.74530029,-87.61019897
4529,Southwest Oregon Regional Airport,North Bend,United States,OTH,43.41709899902344,-124.24600219726562
4530,Owensboro Daviess County Airport,Owensboro,United States,OWB,37.74010086,-87.16680145
4531,Hattiesburg Laurel Regional Airport,Hattiesburg/Laurel,United States,PIB,31.467100143432617,-89.33709716796875
4532,Pocatello Regional Airport,Pocatello,United States,PIH,42.9098014831543,-112.59600067138672
4533,Pierre Regional Airport,Pierre,United States,PIR,44.38270187,-100.2860031
4534,Pellston Regional Airport of Emmet County Airport,Pellston,United States,PLN,45.57089996,-84.79669952
4535,Portsmouth International at Pease Airport,Portsmouth,United States,PSM,43.0778999329,-70.8233032227
4536,Reading Regional Carl A Spaatz Field,Reading,United States,RDG,40.37850189208984,-75.96520233154297
4537,Rhinelander Oneida County Airport,Rhinelander,United States,RHI,45.63119888305664,-89.46749877929688
4538,Southwest Wyoming Regional Airport,Rock Springs,United States,RKS,41.5942,-109.065001
4539,Rutland - Southern Vermont Regional Airport,Rutland,United States,RUT,43.52939987,-72.94960022
4540,San Luis County Regional Airport,San Luis Obispo,United States,SBP,35.2368011475,-120.641998291
4541,Sheridan County Airport,Sheridan,United States,SHR,44.76919937133789,-106.9800033569336
4542,Adirondack Regional Airport,Saranac Lake,United States,SLK,44.38529968261719,-74.2061996459961
4543,Salina Municipal Airport,Salina,United States,SLN,38.79100036621094,-97.6521987915039
4544,Santa Maria Pub/Capt G Allan Hancock Field,Santa Maria,United States,SMX,34.89889908,-120.4570007
4545,Tupelo Regional Airport,Tupelo,United States,TUP,34.26810073852539,-88.7698974609375
4546,Quincy Regional Baldwin Field,Quincy,United States,UIN,39.94269943,-91.19460297
4547,Victoria Regional Airport,Victoria,United States,VCT,28.85260009765625,-96.9185028076172
4548,Valdosta Regional Airport,Valdosta,United States,VLD,30.78249931335449,-83.27670288085938
4549,Worland Municipal Airport,Worland,United States,WRL,43.9656982421875,-107.95099639892578
4550,Kiwayu (Mkononi) Airport,Kiwayu,Kenya,KWY,-1.96056,41.2975
